14,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
15,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
16,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
17,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
18,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
19,{'prod_name': 'iphone-11', 'name': 'tushar srivastava', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera quality is amazing and wide angle is something to count upon.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
20,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...Camera quality is amazing specially it's portrait mode...You can definitely go for it.....in this", 'likes': 'No likes', 'dislikes': 'No dislikes'}
21,{'prod_name': 'iphone-11', 'name': 'Ramanuj Das', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Cameras are much improved, especially the inclusion of night mode(low-light photography) and new exciting portrait effects made it amazing.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
22,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Good productAvg camera quality Performance is goodDisplay is clearFace', 'likes': 'No likes', 'dislikes': 'No dislikes'}
23,{'prod_name': 'iphone-11', 'name': 'Nazran khan', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Amezing phone with awsm quality of camera no one can beat I phone  ', 'likes': 'No likes', 'dislikes': 'No dislikes'}
24,{'prod_name': 'iphone-11', 'name': 'Aarav Riaans', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...It is still one of the best iPhone and its camera quality!', 'likes': 'No likes', 'dislikes': 'No dislikes'}
25,{'prod_name': 'iphone-11', 'name': 'Secondson Timung', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...advance, as you will not get one from it.8. Camera quality is average.9. Build quality is good.10. Face lock/', 'likes': 'No likes', 'dislikes': 'No dislikes'}
26,{'prod_name': 'iphone-11', 'name': 'Payal Singh', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Totally in love with this ❤ the camera quality is amazing just love it ��😘😘 itsss dammnnnnnn amazing...  Must ', 'likes': 'No likes', 'dislikes': 'No dislikes'}
27,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...back cameras are good…video department is always plus point in iPhones…', 'likes': 'No likes', 'dislikes': 'No dislikes'}
28,{'prod_name': 'iphone-11', 'name': 'Kaushik  Das Gupta', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera quality and night mood are dmmn excellent \U0001faf6', 'likes': 'No likes', 'dislikes': 'No dislikes'}
29,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
30,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
31,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
32,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
33,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
34,{'prod_name': 'iphone-11', 'name': 'Siddhartha  Gupta', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...An awesome phone with the best in class camera & experience.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
35,{'prod_name': 'iphone-11', 'name': 'DEEPAK V S', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...well and good. Felt smoother than 6s plus. The camera quality is superb. Battery backup is descent. Not a heavy user', 'likes': 'No likes', 'dislikes': 'No dislikes'}
36,{'prod_name': 'iphone-11', 'name': 'Amit Jadhav', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Happy with it. It really feels premium. The camera quality is Superb.Loving It😍', 'likes': 'No likes', 'dislikes': 'No dislikes'}
37,{'prod_name': 'iphone-11', 'name': 'AR Ashwin ', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Value for money.camera quality awesome.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
38,{'prod_name': 'iphone-11', 'name': 'Yipi', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...As expected of Iphone the camera quality is excellent but the night mode for selfie is so bad.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
39,{'prod_name': 'iphone-11', 'name': 'shashank gupta', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Cons:1. A bit heavy phone 2. Front camera struggles in low light, lot of noise is experienced in night images.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
40,{'prod_name': 'iphone-11', 'name': 'Shashwat  Singh', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...camera quality is top notch, face detection is perfect even in dark places it works perfectly smooth.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
41,{'prod_name': 'iphone-11', 'name': 'Soni Kumari', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Awesome phone great camera quality.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
42,{'prod_name': 'iphone-11', 'name': 'Stuti Bhatt', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...It’s like I’m taking pictures from real-me phone’s camera.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
43,{'prod_name': 'iphone-11', 'name': 'Deepak Shukla', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...CAMERA QUALITY IS GOOD, PHONE IS AWESOME', 'likes': 'No likes', 'dislikes': 'No dislikes'}
44,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
45,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
46,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
47,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
48,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
49,{'prod_name': 'iphone-11', 'name': 'Abhinash Mohapatra', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...it's a beast in its class,and the camera is superb In taking portrait pic.", 'likes': 'No likes', 'dislikes': 'No dislikes'}
50,{'prod_name': 'iphone-11', 'name': 'savio Simon', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...powerful, and premium quality product.Camera has a high dynamic range.Night time photos are damn good.Video quality', 'likes': 'No likes', 'dislikes': 'No dislikes'}
51,{'prod_name': 'iphone-11', 'name': 'Virendra Singh Rathore', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...An Awesome phone with the best in class camera and experience.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
52,{'prod_name': 'iphone-11', 'name': 'Mayank Shukla', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...This phone is very versatile and camera is very good especially in low light.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
53,{'prod_name': 'iphone-11', 'name': 'Satya teja darbha', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Video quality and portrait photos with back camera are outstanding.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
54,{'prod_name': 'iphone-11', 'name': 'Anirudha Ray', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera quality is really improved. Battery life needs to be improved. It would', 'likes': 'No likes', 'dislikes': 'No dislikes'}
55,{'prod_name': 'iphone-11', 'name': 'Jeetendra  Kumar ', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera and pictures quality is very good.Unbelievable battery backed best product', 'likes': 'No likes', 'dislikes': 'No dislikes'}
56,{'prod_name': 'iphone-11', 'name': 'Sourabh Shastry', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...excellent….. but has network issues….. camera great…..overall above average phone', 'likes': 'No likes', 'dislikes': 'No dislikes'}
57,{'prod_name': 'iphone-11', 'name': 'Mayank Kapoor', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...I was using a Note 10 and it doesnt feel like an upgrade , the camera is ok - good in daylight and okish in low light.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
58,{'prod_name': 'iphone-11', 'name': 'Jayateerth  M J', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Good Phone with awesome camera quality.good service by Flipkart and very good n', 'likes': 'No likes', 'dislikes': 'No dislikes'}
59,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
60,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
61,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
62,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
63,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
64,{'prod_name': 'iphone-11', 'name': 'Ayan Chakravarty', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...The best phone I have ever owned!Camera: Rear camera is one of the best in the industry.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
65,{'prod_name': 'iphone-11', 'name': 'Pushpa Arya', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...only camera is not that much of worth. Camera quality is just fine compared to android phones. But when we talk any specific brand like', 'likes': 'No likes', 'dislikes': 'No dislikes'}
66,{'prod_name': 'iphone-11', 'name': 'Zahid  Akram', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Awesome camera Quality . Amazing battery backup . Overall nice phone', 'likes': 'No likes', 'dislikes': 'No dislikes'}
67,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera: Back camera very good but front camera average ', 'likes': 'No likes', 'dislikes': 'No dislikes'}
68,{'prod_name': 'iphone-11', 'name': 'Manvendra  Singh', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Best mobile and all are know this i phone is always best really best mobile and camera quality is best', 'likes': 'No likes', 'dislikes': 'No dislikes'}
69,{'prod_name': 'iphone-11', 'name': 'Abdul Karim', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Thanks iphone 11, amazing mobile, camera, bettary and more', 'likes': 'No likes', 'dislikes': 'No dislikes'}
70,{'prod_name': 'iphone-11', 'name': 'Shovan Ghorai', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Performance is great . Battery life is good Camera quality just fantastic .', 'likes': 'No likes', 'dislikes': 'No dislikes'}
71,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...iPhone is well-known for its camera quality 🔥', 'likes': 'No likes', 'dislikes': 'No dislikes'}
72,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera quality is top notch Night mode is too good there’s so dark in', 'likes': 'No likes', 'dislikes': 'No dislikes'}
73,{'prod_name': 'iphone-11', 'name': 'Priyanka Denge', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Superb phone with Awesome Camera �', 'likes': 'No likes', 'dislikes': 'No dislikes'}
74,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
75,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
76,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
77,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
78,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
79,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...never know when device will shut down. Camera is good and gives perfect pictures. Browsing experience is good with multi tasking', 'likes': 'No likes', 'dislikes': 'No dislikes'}
80,{'prod_name': 'iphone-11', 'name': 'Pawan Yaduvanshi ', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Nice mobile and camera is very good ��😘', 'likes': 'No likes', 'dislikes': 'No dislikes'}
81,{'prod_name': 'iphone-11', 'name': 'sagar gond', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...just love the camera quality...', 'likes': 'No likes', 'dislikes': 'No dislikes'}
82,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...So gud prodact very very happy i phn 11 😍😍Camera osm ', 'likes': 'No likes', 'dislikes': 'No dislikes'}
83,{'prod_name': 'iphone-11', 'name': 'Mukesh Kumar', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Worst phone in the  world, camera quality  c gradeAfter 2 months  - network issues not show', 'likes': 'No likes', 'dislikes': 'No dislikes'}
84,{'prod_name': 'iphone-11', 'name': 'Himani Negi', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Its camera is amazing and low light pictures are way too good.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
85,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Amazing camera quality.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
86,{'prod_name': 'iphone-11', 'name': 'manu jose', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Best phone ever i used.Camera- best camera and its features is great. Cpu- best in class,even the 2021  except', 'likes': 'No likes', 'dislikes': 'No dislikes'}
87,{'prod_name': 'iphone-11', 'name': 'Shivani Kashyap', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Good...camera quality is fantastic.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
88,{'prod_name': 'iphone-11', 'name': 'Abhinav Gupta', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...price but worth. Better than iPhone XR. Camera is superb and wide angle camera is very clear. 12MP selfie camera is also very good. ', 'likes': 'No likes', 'dislikes': 'No dislikes'}
89,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
90,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
91,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
92,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
93,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
94,{'prod_name': 'iphone-11', 'name': 'sumantra choudhury', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...The camera quality is awesome as always like Apple claims.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
95,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...ne it makes me happy... The phone is beast💪💪 and the camera is fabulous 🥰🥰🥰.. I think one of my great pu', 'likes': 'No likes', 'dislikes': 'No dislikes'}
96,{'prod_name': 'iphone-11', 'name': 'Saurabh  Singh', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...And I must say the picture quality of its camera is awesome.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
97,{'prod_name': 'iphone-11', 'name': 'Dr-Shiv Gupta', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera is fantastic 12 MP front and 12 MP back with additional wide angle camera.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
98,{'prod_name': 'iphone-11', 'name': 'Anup  Kumar ', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...I'm so happy with this product and Camera quality is superb.", 'likes': 'No likes', 'dislikes': 'No dislikes'}
99,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera- not bad, portrait mode is not good as other phones, video stability is really amazing', 'likes': 'No likes', 'dislikes': 'No dislikes'}
100,{'prod_name': 'iphone-11', 'name': 'Minakshi  Prajapati', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...It's very good and also it's camera quality was amazing ❤ I really really love this phone", 'likes': 'No likes', 'dislikes': 'No dislikes'}
101,{'prod_name': 'iphone-11', 'name': 'Mohammed Ayaz', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Nice phone camera quality goodAYAZ', 'likes': 'No likes', 'dislikes': 'No dislikes'}
102,{'prod_name': 'iphone-11', 'name': 'Yashwant  Singh', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...od 😊 processor is decent,  durable device, only issue with Camera quality. iPhone claims that their camera is outst', 'likes': 'No likes', 'dislikes': 'No dislikes'}
103,{'prod_name': 'iphone-11', 'name': 'Akash Gaur', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...Genuine review after few weeks.Decent camera quality.Don't expect to meet the quality and features", 'likes': 'No likes', 'dislikes': 'No dislikes'}
104,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
105,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
106,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
107,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
108,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
109,{'prod_name': 'iphone-11', 'name': 'Pankaj .', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Best camera quality Battery backup excellent Awesome😊👍👍 ph', 'likes': 'No likes', 'dislikes': 'No dislikes'}
110,{'prod_name': 'iphone-11', 'name': 'Harish shankar  meena', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera Quality 5/5 Battery 4/5Performance 5/5', 'likes': 'No likes', 'dislikes': 'No dislikes'}
111,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...The camera is superb quality with such monitored details getting captured and good resolution as well.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
112,{'prod_name': 'iphone-11', 'name': 'Subash Subramanian', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...smoothSpeed: No lag at allBattery: goodCamera: awesome.... pics at low light conditions IOS: feel', 'likes': 'No likes', 'dislikes': 'No dislikes'}
113,{'prod_name': 'iphone-11', 'name': 'Neha Samanta', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...and it's security is very astonishing. Plus it has a very good camera quality. so overall it's a win win.", 'likes': 'No likes', 'dislikes': 'No dislikes'}
114,{'prod_name': 'iphone-11', 'name': 'Avadh Rathod', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...This is the cheapest-latest iPhone available and it does come with a stellar camera.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
115,{'prod_name': 'iphone-11', 'name': 'Abhinav pratap singh', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Very good Quality phone….better experience in using ….excellent camera…..phone is outstanding �', 'likes': 'No likes', 'dislikes': 'No dislikes'}
116,{'prod_name': 'iphone-11', 'name': 'Sandip Thombare', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...I am happy 💪😊Amazing camera', 'likes': 'No likes', 'dislikes': 'No dislikes'}
117,{'prod_name': 'iphone-11', 'name': 'Siddhant Srivastava', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera is awesome�', 'likes': 'No likes', 'dislikes': 'No dislikes'}
118,{'prod_name': 'iphone-11', 'name': 'Sohel  Mohammad', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Superb phone , camera everything superb..', 'likes': 'No likes', 'dislikes': 'No dislikes'}
119,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
120,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
121,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
122,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
123,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
